Unique_ID,Plot,Plot2,Major_taxa,Order,Species,Mass_g,Metabolism_W,Temperature_C,Q10,Trophic,Group,Family,Genus,Reference,Note_mass,Note_metabolism,Note_name
6316,4,5,Invertebrate,Trombidiformes,Tydeus tilbrooki,0.0000015,2.50E-09,10,2,,Arachnida,Prostigmata,Tydeus,CarusoÊetÊal.Ê2010; GoddardÊ1977a,mg -> g: *10^-3,J/h -> W: /3600,
6317,4,5,Invertebrate,Trombidiformes,Tydeus tilbrooki,0.0000019,3.61E-09,0,2,,Arachnida,Prostigmata,Tydeus,CarusoÊetÊal.Ê2010; GoddardÊ1977a,mg -> g: *10^-3,J/h -> W: /3600,
6318,4,5,Invertebrate,Trombidiformes,Tydeus tilbrooki,0.0000019,4.17E-09,5,2,,Arachnida,Prostigmata,Tydeus,CarusoÊetÊal.Ê2010; GoddardÊ1977a,mg -> g: *10^-3,J/h -> W: /3600,
6319,4,5,Invertebrate,Trombidiformes,Tydeus tilbrooki,0.0000019,5.28E-09,10,2,,Arachnida,Prostigmata,Tydeus,CarusoÊetÊal.Ê2010; GoddardÊ1977a,mg -> g: *10^-3,J/h -> W: /3600,
6320,4,5,Invertebrate,Veneroida,Mercenaria mercenaria,1,0.000592,20,2,,,Veneridae,Mercenaria,Gillooly et al. 2001,,,
6321,4,6,Amphibia,Anura,Acris crepitans,1.59,0.00026553,15,2.21,,Vertebrate,Hylidae,Acris,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6322,4,6,Amphibia,Anura,Agalychnis callidryas,5.65,0.00187015,20,2.21,,Vertebrate,Hylidae,Agalychnis,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6323,4,6,Amphibia,Anura,Anaxyrus americanus,21.6,0.00829,15,2.21,,Vertebrate,Anaxyrus,Bufonidae,AnAge Data; HAGRID: 18; Refs: 37;268;426;525;749,,captivity; medium sample size; acceptable quality,American toad
6324,4,6,Amphibia,Anura,Anaxyrus terrestris,19.2,0.00698,15,2.21,,Vertebrate,Anaxyrus,Bufonidae,AnAge Data; HAGRID: 26; Refs: 37;451;749,,captivity; medium sample size; acceptable quality,Southern toad
6325,4,6,Amphibia,Anura,Bombina orientalis,2.6,0.0008086,20,2.21,,Vertebrate,Bombinatoridae,Bombina,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6326,4,6,Amphibia,Anura,Bufo alvarius,150.8,0.0658996,15,2.21,,Vertebrate,Bufonidae,Bufo,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6327,4,6,Amphibia,Anura,Bufo americanus,50,0.0077,20,2.21,,Vertebrate,Bufonidae,Bufo,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6328,4,6,Amphibia,Anura,Bufo boreas,57.8,0.0058378,20,2.21,,Vertebrate,Bufonidae,Bufo,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6329,4,6,Amphibia,Anura,Bufo bufo,76.13,0.01583504,15,2.21,,Vertebrate,Bufonidae,Bufo,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6330,4,6,Amphibia,Anura,Bufo calamita,8.7,0.0028014,20,2.21,,Vertebrate,Bufonidae,Bufo,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6331,4,6,Amphibia,Anura,Bufo cognatus,40.2,0.0164418,25,2.21,,Vertebrate,Bufonidae,Bufo,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6332,4,6,Amphibia,Anura,Bufo debilus,0.66,0.00046926,15,2.21,,Vertebrate,Bufonidae,Bufo,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6333,4,6,Amphibia,Anura,Bufo marinus,145,0.008555,15,2.21,,Vertebrate,Bufonidae,Bufo,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6334,4,6,Amphibia,Anura,Bufo terrestris,19.8,0.0124542,25,2.21,,Vertebrate,Bufonidae,Bufo,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6335,4,6,Amphibia,Anura,Bufo viridis,35,0.004865,20,2.21,,Vertebrate,Bufonidae,Bufo,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6336,4,6,Amphibia,Anura,Bufo woodhousii,56.3,0.0124423,25,2.21,,Vertebrate,Bufonidae,Bufo,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6337,4,6,Amphibia,Anura,Ceratophrys calcarata,55.5,0.0164835,25,2.21,,Vertebrate,Leptodatylidae,Ceratophrys,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6338,4,6,Amphibia,Anura,Chiromantis petersi,11.2,0.0044128,25,2.21,,Vertebrate,Rhacophoridae,Chiromantis,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6339,4,6,Amphibia,Anura,Colostethus inguinalis,1.57,0.00075831,20,2.21,,Vertebrate,Dendrobatidae,Colostethus,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6340,4,6,Amphibia,Anura,Colostethus nubicola,0.27,0.00024165,25,2.21,,Vertebrate,Dendrobatidae,Colostethus,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6341,4,6,Amphibia,Anura,Colostethus trinitatus,1,0.001117,25,2.21,,Vertebrate,Dendrobatidae,Colostethus,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6342,4,6,Amphibia,Anura,Conraua goliath,251,0.104667,25,2.21,,Vertebrate,Ranidae,Conraua,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6343,4,6,Amphibia,Anura,Crinia parinsignifera,0.452,0.000949652,30,2.21,,Vertebrate,Myobatrachidae,Crinia,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6344,4,6,Amphibia,Anura,Crinia signifera,0.621,0.000827793,25,2.21,,Vertebrate,Myobatrachidae,Crinia,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6345,4,6,Amphibia,Anura,Cyclorana platycephala,11,0.003278,15,2.21,,Vertebrate,Hylidae,Cyclorana,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6346,4,6,Amphibia,Anura,Dendrobates auratus,1.77,0.000885,25,2.21,,Vertebrate,Dendrobatidae,Dendrobates,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6347,4,6,Amphibia,Anura,Discoglossus pictus,30.7,0.0063242,20,2.21,,Vertebrate,Discoglossidae,Discoglossus,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6348,4,6,Amphibia,Anura,Eleutherodactylus coqui,4.06,0.00092974,20,2.21,,Vertebrate,Eleutherodactylidae,Eleutherodactylus,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6349,4,6,Amphibia,Anura,Eleutherodactylus portoricensis,3.7,0.0014245,15,2.21,,Vertebrate,Eleutherodactylidae,Eleutherodactylus,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6350,4,6,Amphibia,Anura,Gastrophryne carolinesis,1.9,0.0005491,20,2.21,,Vertebrate,Microhylidae,Gastrophryne,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6351,4,6,Amphibia,Anura,Hyla arborea,7.78,0.0135761,18.5,2.21,,Vertebrate,Hylidae,Hyla,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6352,4,6,Amphibia,Anura,Hyla arenicolor,3.37,0.00166815,20,2.21,,Vertebrate,Hylidae,Hyla,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6353,4,6,Amphibia,Anura,Hyla chrysoscelis,3.9,0.0008229,10,2.21,,Vertebrate,Hylidae,Hyla,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6354,4,6,Amphibia,Anura,Hyla cinerea,4.5,0.0025515,25,2.21,,Vertebrate,Hylidae,Hyla,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6355,4,6,Amphibia,Anura,Hyla crepitans,9.9,0.0063756,25,2.21,,Vertebrate,Hylidae,Hyla,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6356,4,6,Amphibia,Anura,Hyla crucifer,1.15,0.00070265,20,2.21,,Vertebrate,Hylidae,Hyla,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6357,4,6,Amphibia,Anura,Hyla gratiosa,13.9,0.0073392,29,2.21,,Vertebrate,Hylidae,Hyla,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6358,4,6,Amphibia,Anura,Hyla maxima,41.4,0.0218592,25,2.21,,Vertebrate,Hylidae,Hyla,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6359,4,6,Amphibia,Anura,Hyla regilla,2.27,0.00049486,21,2.21,,Vertebrate,Hylidae,Hyla,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6360,4,6,Amphibia,Anura,Hyla squirella,2.2,0.0020174,27,2.21,,Vertebrate,Hylidae,Hyla,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6361,4,6,Amphibia,Anura,Hyla versicolor,6.97,0.00433,17.5,2.21,,Vertebrate,Hyla,Hylidae,AnAge Data; HAGRID: 60; Refs: 37;528;543;749,,captivity; medium sample size; acceptable quality,Gray treefrog
6362,4,6,Amphibia,Anura,Hyla versicolor,8.62,0.00373246,19,2.21,,Vertebrate,Hylidae,Hyla,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6363,4,6,Amphibia,Anura,Hyperolius marmoratus,1,0.000373,20,2.21,,Vertebrate,Hyperoliidae,Hyperolius,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6364,4,6,Amphibia,Anura,Hyperolius parallelus,1,0.000425,20,2.21,,Vertebrate,Hyperoliidae,Hyperolius,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6365,4,6,Amphibia,Anura,Hyperolius tuberilinguis,1,0.000377,20,2.21,,Vertebrate,Hyperoliidae,Hyperolius,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6366,4,6,Amphibia,Anura,Hyperolius viridiflavus,0.9,0.0004698,20,2.21,,Vertebrate,Hyperoliidae,Hyperolius,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6367,4,6,Amphibia,Anura,Kaloula pulchra,30.7,0.0044208,20,2.21,,Vertebrate,Microhylidae,Kaloula,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6368,4,6,Amphibia,Anura,Kassina senegalensis,3.02,0.00126538,20,2.21,,Vertebrate,Hyperoliidae,Kassina,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6369,4,6,Amphibia,Anura,Kassina weali,6.25,0.00176875,20,2.21,,Vertebrate,Hyperoliidae,Kassina,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6370,4,6,Amphibia,Anura,Lepidobatrachus llanensis,88.5,0.0477015,25,2.21,,Vertebrate,Leptodatylidae,Lepidobatrachus,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6371,4,6,Amphibia,Anura,Leptodactylus typhonius,5.1,0.0032589,25,2.21,,Vertebrate,Leptodatylidae,Leptodactylus,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6372,4,6,Amphibia,Anura,Lithobates catesbeianus,51.2,0.0134,15,2.21,,Vertebrate,Lithobates,Ranidae,AnAge Data; HAGRID: 88; Refs: 2;37;485;526;528;749,,captivity; medium sample size; acceptable quality,American bullfrog
6373,4,6,Amphibia,Anura,Lithobates pipiens,21.6,0.00576,16.78,2.21,,Vertebrate,Lithobates,Ranidae,AnAge Data; HAGRID: 90; Refs: 37;42;268;525;528;749,,wild; medium sample size; acceptable quality,Northern leopard frog
6374,4,6,Amphibia,Anura,Lithobates sylvaticus,7.8,0.00416,16.8,2.21,,Vertebrate,Lithobates,Ranidae,AnAge Data; HAGRID: 92; Refs: 37;43;289;340;528;749,,unknown; medium sample size; questionable quality,Wood frog
6375,4,6,Amphibia,Anura,Microhyla carolinensis,3.5,0.0012845,15,2.21,,Vertebrate,Microhylidae,Microhyla,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6376,4,6,Amphibia,Anura,Occidozyga martensii,9.3,0.0059892,35,2.21,,Vertebrate,Ranidae,Occidozyga,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6377,4,6,Amphibia,Anura,Odontophrynus americanus,15.24,0.003048,20,2.21,,Vertebrate,Leptodatylidae,Odontophrynus,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6378,4,6,Amphibia,Anura,Osteopilus septentrionalis,5,0.001835,20,2.21,,Vertebrate,Hylidae,Osteopilus,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6379,4,6,Amphibia,Anura,Phyllomedusa sauvagei,17.5,0.0028175,10,2.21,,Vertebrate,Hylidae,Phyllomedusa,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6380,4,6,Amphibia,Anura,Physalaemus pustulosus,2.9,0.001885,25,2.21,,Vertebrate,Leptodatylidae,Physalaemus,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6381,4,6,Amphibia,Anura,Pseudacris crucifer,0.9,0.00105,19,2.21,,Vertebrate,Pseudacris,Hylidae,AnAge Data; HAGRID: 67; Refs: 37;451;525;528;749,,unknown; small sample size; low quality,Spring peeper
6382,4,6,Amphibia,Anura,Pseudacris nigrita,1,0.0009,25,2.21,,Vertebrate,Hylidae,Pseudacris,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6383,4,6,Amphibia,Anura,Pseudacris triseriata,0.94,0.00007802,5,2.21,,Vertebrate,Hylidae,Pseudacris,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6384,4,6,Amphibia,Anura,Pternohyla fodiens,15.1,0.0026878,20,2.21,,Vertebrate,Hylidae,Pternohyla,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6385,4,6,Amphibia,Anura,Pyxicephalus adspersus,562.3,0.0792843,20,2.21,,Vertebrate,Ranidae,Pyxicephalus,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6386,4,6,Amphibia,Anura,Rana arvalis,17,0.002346,5,2.21,,Vertebrate,Ranidae,Rana,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6387,4,6,Amphibia,Anura,Rana aspersa,563,0.176219,18.5,2.21,,Vertebrate,Ranidae,Rana,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6388,4,6,Amphibia,Anura,Rana berlandieri,70,0.03906,29,2.21,,Vertebrate,Ranidae,Rana,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6389,4,6,Amphibia,Anura,Rana blythi,88.7,0.0243038,25,2.21,,Vertebrate,Ranidae,Rana,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6390,4,6,Amphibia,Anura,Rana cancrivora,20.45,0.0125563,30,2.21,,Vertebrate,Ranidae,Rana,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6391,4,6,Amphibia,Anura,Rana catesbeiana,262,0.007336,5,2.21,,Vertebrate,Ranidae,Rana,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6392,4,6,Amphibia,Anura,Rana chalconota,4.1,0.002173,25,2.21,,Vertebrate,Ranidae,Rana,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6393,4,6,Amphibia,Anura,Rana clamitans,32.5,0.015015,25,2.21,,Vertebrate,Ranidae,Rana,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6394,4,6,Amphibia,Anura,Rana cyanophlyctis,0.294,0.001198344,29,2.21,,Vertebrate,Ranidae,Rana,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6395,4,6,Amphibia,Anura,Rana erythraea,19,0.000988,15,2.21,,Vertebrate,Ranidae,Rana,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6396,4,6,Amphibia,Anura,Rana esculenta,15.2,0.0013984,23,2.21,,Vertebrate,Ranidae,Rana,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6397,4,6,Amphibia,Anura,Rana hexadactyla,51.9,0.0665877,29,2.21,,Vertebrate,Ranidae,Rana,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6398,4,6,Amphibia,Anura,Rana magna,34.2,0.0158346,30,2.21,,Vertebrate,Ranidae,Rana,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6399,4,6,Amphibia,Anura,Rana muscosa,13.5,0.0005535,4,2.21,,Vertebrate,Ranidae,Rana,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6400,4,6,Amphibia,Anura,Rana nicobariensis,2.6,0.0014222,25,2.21,,Vertebrate,Ranidae,Rana,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6401,4,6,Amphibia,Anura,Rana palustris,36,0.020412,21.5,2.21,,Vertebrate,Ranidae,Rana,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6402,4,6,Amphibia,Anura,Rana pipiens,34.8,0.0027144,10,2.21,,Vertebrate,Ranidae,Rana,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6403,4,6,Amphibia,Anura,Rana ridibunda,35,0.00623,20,2.21,,Vertebrate,Ranidae,Rana,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6404,4,6,Amphibia,Anura,Rana sylvatica,6,0.0036,25,2.21,,Vertebrate,Ranidae,Rana,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6405,4,6,Amphibia,Anura,Rana temporaria,39,0.00156,15,2.21,,Vertebrate,Ranidae,Rana,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6406,4,6,Amphibia,Anura,Rana virgatipes,7,0.000777,5,2.21,,Vertebrate,Ranidae,Rana,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6407,4,6,Amphibia,Anura,Rhinella marina,105,0.0303,20,2.21,,Vertebrate,Rhinella,Bufonidae,AnAge Data; HAGRID: 36; Refs: 37;296;485;749,,captivity; large sample size; acceptable quality,Cane toad
6408,4,6,Amphibia,Anura,Scaphiopus bombifrons,13.3,0.0102809,15,2.21,,Vertebrate,Scaphiopodidae,Scaphiopus,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6409,4,6,Amphibia,Anura,Scaphiopus couchii,24.6,0.0101106,21,2.21,,Vertebrate,Scaphiopodidae,Scaphiopus,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6410,4,6,Amphibia,Anura,Scaphiopus hammondii,12.74,0.00637,21,2.21,,Vertebrate,Scaphiopodidae,Scaphiopus,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6411,4,6,Amphibia,Anura,Scaphiopus holbrooki,14,0.00651,15,2.21,,Vertebrate,Scaphiopodidae,Scaphiopus,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6412,4,6,Amphibia,Anura,Smilisca baudinii,23.7,0.0087927,15,2.21,,Vertebrate,Hylidae,Smilisca,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6413,4,6,Amphibia,Anura,Telmatobius culeus,122.3,0.0095394,10,2.21,,Vertebrate,Leptodatylidae,Telmatobius,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6414,4,6,Amphibia,Anura,Telmatobius marmoratus,18.4,0.0051152,10,2.21,,Vertebrate,Leptodatylidae,Telmatobius,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6415,4,6,Amphibia,Anura,Xenopus laevis,63.6,0.012,15,2.21,,Vertebrate,Xenopus,Pipidae,AnAge Data; HAGRID: 85; Refs: 10;37;196;451;526;607;749;1255,,captivity; large sample size; acceptable quality,African clawed frog
6416,4,6,Amphibia,Anura,Xenopus laevis,139,0.021267,20,2.21,,Vertebrate,Pipidae,Xenopus,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6417,4,6,Amphibia,Anura,Xenopus mulleri,24,0.013944,17,2.21,,Vertebrate,Pipidae,Xenopus,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6418,4,6,Amphibia,Caudata,Ambystoma gracile,30.39,0.00352524,15,2.21,,Vertebrate,Ambystomatidae,Ambystoma,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6419,4,6,Amphibia,Caudata,Ambystoma jeffersonianum,8.92,0.00175724,15,2.21,,Vertebrate,Ambystomatidae,Ambystoma,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6420,4,6,Amphibia,Caudata,Ambystoma macrodactylum,3.414,0.000611106,15,2.21,,Vertebrate,Ambystomatidae,Ambystoma,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6421,4,6,Amphibia,Caudata,Ambystoma maculatum,12.8,0.005,17,2.21,,Vertebrate,Ambystoma,Ambystomatidae,AnAge Data; HAGRID: 111; Refs: 37;528;749,,unknown; medium sample size; acceptable quality,Spotted salamander
6422,4,6,Amphibia,Caudata,Ambystoma maculatum,15.83,0.00201041,15,2.21,,Vertebrate,Ambystomatidae,Ambystoma,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6423,4,6,Amphibia,Caudata,Ambystoma mexicanum,21.3,0.0017679,22,2.21,,Vertebrate,Ambystomatidae,Ambystoma,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6424,4,6,Amphibia,Caudata,Ambystoma opacum,4.65,0.00047895,14,2.21,,Vertebrate,Ambystomatidae,Ambystoma,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6425,4,6,Amphibia,Caudata,Ambystoma talpoideum,7,0.003108,15,2.21,,Vertebrate,Ambystomatidae,Ambystoma,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6426,4,6,Amphibia,Caudata,Ambystoma tigrinum,3.21,0.00196,18,2.21,,Vertebrate,Ambystoma,Ambystomatidae,AnAge Data; HAGRID: 117; Refs: 27;37;440;485;1143,,captivity; medium sample size; acceptable quality,Tiger salamander
6427,4,6,Amphibia,Caudata,Ambystoma tigrinum,10.78,0.00076538,15,2.21,,Vertebrate,Ambystomatidae,Ambystoma,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6428,4,6,Amphibia,Caudata,Amphiuma means,199,0.00904,15,2.21,,Vertebrate,Amphiuma,Amphiumidae,AnAge Data; HAGRID: 119; Refs: 37;485;749,,captivity; small sample size; acceptable quality,Two-toed amphiuma
6429,4,6,Amphibia,Caudata,Amphiuma means,352,0.004928,5,2.21,,Vertebrate,Amphiumidae,Amphiuma,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6430,4,6,Amphibia,Caudata,Amphiuma tridactylum,652,0.013692,15,2.21,,Vertebrate,Amphiumidae,Amphiuma,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6431,4,6,Amphibia,Caudata,Aneides ferreus,2.73,0.00041223,15,2.21,,Vertebrate,Plethodontidae,Aneides,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6432,4,6,Amphibia,Caudata,Aneides flavipunctatus,4.57,0.00066722,15,2.21,,Vertebrate,Plethodontidae,Aneides,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6433,4,6,Amphibia,Caudata,Aneides hardii,0.97,0.00028518,20,2.21,,Vertebrate,Plethodontidae,Aneides,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6434,4,6,Amphibia,Caudata,Aneides lugubris,5.58,0.00083142,15,2.21,,Vertebrate,Plethodontidae,Aneides,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6435,4,6,Amphibia,Caudata,Batrachoseps attenuatus,0.93,0.00044547,25,2.21,,Vertebrate,Plethodontidae,Batrachoseps,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6436,4,6,Amphibia,Caudata,Bolitoglossa franklini,3.18,0.00030528,15,2.21,,Vertebrate,Plethodontidae,Bolitoglossa,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6437,4,6,Amphibia,Caudata,Bolitoglossa morio,2.09,0.00024662,15,2.21,,Vertebrate,Plethodontidae,Bolitoglossa,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6438,4,6,Amphibia,Caudata,Bolitoglossa occidentalis,0.97,0.00011252,15,2.21,,Vertebrate,Plethodontidae,Bolitoglossa,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6439,4,6,Amphibia,Caudata,Bolitoglossa subpalmata,1.63,0.00008802,5,2.21,,Vertebrate,Plethodontidae,Bolitoglossa,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
6440,4,6,Amphibia,Caudata,Chiropterotriton bromeliacia,0.59,0.00008024,15,2.21,,Vertebrate,Plethodontidae,Chiropterotriton,White et al. 2006,"From Mg (wet body mass, g)",From qWkg or q25Wkg: /1000*bodysize,
